"Var1"	"Var2"	"passage"	"total_unique"	"shared"	"pct_shared"	"expected_pct_shared"	"p.val"	"CI_lower"	"CI_upper"
"188"	"MT-4_1"	"MT-4_2"	120	6	3	0.5	0.00432900432900433	0	0.0026839596147938	0.00597404904321486
"189"	"MT-4_2"	"MT-2_1"	120	11	0	0	0.00163472890745618	0.89241294025777	0.000885075875324408	0.00238438193958795
"190"	"MT-4_2"	"MT-2_2"	120	9	2	0.222222222222222	0.001998001998002	0	0.00108175940317428	0.00291424459282972
"191"	"MT-4_2"	"MT-4_1"	120	6	3	0.5	0.00649350649350649	0	0.00443952184575645	0.00854749114125654
"192"	"MT-4_2"	"MT-4_2"	120	3	3	1	0.032967032967033	0	0.0267231592667187	0.0392109066673473
"193"	"MT-2_1"	"MT-2_1"	130	9	9	1	0.0495060495060495	0	0.0450864314924717	0.0539256675196273
"194"	"MT-2_1"	"MT-2_2"	130	16	1	0.0625	0.00337162837162837	7.50859907363566e-05	0.00244542723094725	0.0042978295123095
"195"	"MT-2_1"	"MT-4_1"	130	15	0	0	0.0027972027972028	0.834315942072611	0.00196776720928373	0.00362663838512186
"196"	"MT-2_1"	"MT-4_2"	130	12	0	0	0.00133200133200133	0.89863416820292	0.000683461229077306	0.00198054143492536
"197"	"MT-2_2"	"MT-2_1"	130	16	1	0.0625	0.00312187812187812	2.83515111048072e-05	0.0022421445277435	0.00400161171601274
"198"	"MT-2_2"	"MT-2_2"	130	8	8	1	0.0616883116883117	0	0.056532699723447	0.0668439236531764
"199"	"MT-2_2"	"MT-4_1"	130	12	2	0.166666666666667	0.00316350316350316	0	0.00214858767929251	0.00417841864771381
"200"	"MT-2_2"	"MT-4_2"	130	9	2	0.222222222222222	0.00133200133200133	0	0.000581612719147538	0.00208238994485513
"201"	"MT-4_1"	"MT-2_1"	130	15	0	0	0.0021978021978022	0.853585938603636	0.00145914426691812	0.00293646012868628
"202"	"MT-4_1"	"MT-2_2"	130	12	2	0.166666666666667	0.00366300366300366	0	0.00260291781518282	0.0047230895108245
"203"	"MT-4_1"	"MT-4_1"	130	6	6	1	0.0376290376290376	0	0.0329034811637839	0.0423545940942913
"204"	"MT-4_1"	"MT-4_2"	130	6	3	0.5	0.00599400599400599	0	0.0040135275415629	0.00797448444644909
"205"	"MT-4_2"	"MT-2_1"	130	12	0	0	0.00124875124875125	0.901885937928855	0.000620486320675347	0.00187701617682715
"206"	"MT-4_2"	"MT-2_2"	130	9	2	0.222222222222222	0.00144300144300144	0	0.000662367170036274	0.00222363571596661
"207"	"MT-4_2"	"MT-4_1"	130	6	3	0.5	0.00749250749250749	0	0.00530020177217281	0.00968481321284217
"208"	"MT-4_2"	"MT-4_2"	130	3	3	1	0.0276390276390276	0	0.0219350330128454	0.0333430222652099
"209"	"MT-2_1"	"MT-2_1"	140	10	10	1	0.0548451548451548	0	0.0504774416554273	0.0592128680348823
"210"	"MT-2_1"	"MT-2_2"	140	17	2	0.117647058823529	0.002997002997003	0	0.00216182246924109	0.0038321835247649
"211"	"MT-2_1"	"MT-4_1"	140	17	0	0	0.00176294293941353	0.860541645710805	0.00114055481625089	0.00238533106257616
