"Var1"	"Var2"	"passage"	"total_unique"	"shared"	"pct_shared"	"expected_pct_shared"	"p.val"	"CI_lower"	"CI_upper"
"162"	"MT-2_1"	"MT-2_2"	"110"	"29"	"1"	"0.0344827586206897"	"0.00496055668469462"	"0.0246950554691461"	"0.00414534765823648"	"0.00577576571115275"
"163"	"MT-2_1"	"MT-4_1"	"110"	"20"	"0"	"0"	"0.0014985014985015"	"0.860541645710805"	"0.00096947159381326"	"0.00202753140318974"
"164"	"MT-2_1"	"MT-4_2"	"110"	"21"	"2"	"0.0952380952380952"	"0.00290186004471719"	"4.66293670342566e-15"	"0.00217070963704193"	"0.00363301045239244"
"165"	"MT-2_2"	"MT-2_1"	"110"	"29"	"1"	"0.0344827586206897"	"0.00458162527128044"	"0.015898915229509"	"0.00381248345341805"	"0.00535076708914284"
"166"	"MT-2_2"	"MT-2_2"	"110"	"15"	"15"	"1"	"0.0488178488178488"	"0"	"0.0453626700009341"	"0.0522730276347635"
"167"	"MT-2_2"	"MT-4_1"	"110"	"18"	"2"	"0.111111111111111"	"0.00144300144300144"	"0"	"0.000894653204931266"	"0.00199134968107162"
"168"	"MT-2_2"	"MT-4_2"	"110"	"19"	"4"	"0.210526315789474"	"0.00268152899731847"	"0"	"0.00193426220932098"	"0.00342879578531596"
"169"	"MT-4_1"	"MT-2_1"	"110"	"20"	"0"	"0"	"0.00154845154845155"	"0.858188328878177"	"0.00101095374473935"	"0.00208594935216375"
"170"	"MT-4_1"	"MT-2_2"	"110"	"18"	"2"	"0.111111111111111"	"0.000999000999000999"	"0"	"0.000540879701587138"	"0.00145712229641486"
"171"	"MT-4_1"	"MT-4_1"	"110"	"5"	"5"	"1"	"0.0271728271728272"	"0"	"0.0226741275061807"	"0.0316715268394736"
"172"	"MT-4_1"	"MT-4_2"	"110"	"10"	"3"	"0.3"	"0.002997002997003"	"0"	"0.00193894318762652"	"0.00405506280637947"
